GCA_009909635.1_ASM990963v1_genomic	-98
GCA_009669545.1_ASM966954v1_genomic	-15
GCA_009669805.1_ASM966980v1_genomic	-41
GCA_009296005.1_ASM929600v1_genomic	-68
GCA_009295945.1_ASM929594v1_genomic	-37
GCA_008630455.1_ASM863045v1_genomic	-10
GCA_008630435.1_ASM863043v1_genomic	-25
GCA_008630575.1_ASM863057v1_genomic	-37
GCA_006546725.1_ASM654672v1_genomic	-35
GCA_006546665.1_ASM654666v1_genomic	-34
GCA_006517425.1_ASM651742v1_genomic	-39
GCA_000834775.1_ASM83477v1_genomic	-54
GCA_000834335.1_ASM83433v1_genomic	-67
GCA_000734805.1_ASM73480v1_genomic	-74
GCA_000834275.1_ASM83427v1_genomic	-81
GCA_000169615.1_ASM16961v1_genomic	-17
GCA_000169635.1_ASM16963v1_genomic	-16
GCA_000169675.1_ASM16967v1_genomic	-18
GCA_000168235.2_ASM16823v2_genomic	-26
GCA_000182525.1_ASM18252v1_genomic	-55
GCA_000182505.1_ASM18250v1_genomic	-123:-71
GCA_006376585.1_ASM637658v1_genomic	-43
GCA_006376575.1_ASM637657v1_genomic	-50
GCA_006376505.1_ASM637650v1_genomic	-53
GCA_006376435.1_ASM637643v1_genomic	-62
GCA_006376415.1_ASM637641v1_genomic	-71
GCA_003086155.1_ASM308615v1_genomic	-31
GCA_001617705.1_Yersinia_pestis_C-791_genomic	-18
GCA_000986995.1_YPES001-SEQ-2-ASM-1_genomic	-27
GCA_003797205.1_ASM379720v1_genomic	-52
GCA_003798085.1_ASM379808v1_genomic	-64
GCA_003798225.1_ASM379822v1_genomic	-67
GCA_001487065.1_Yersinia_pestis_genomic	-21:-5
GCA_004023595.1_ASM402359v1_genomic	-16
GCA_001294915.1_ASM129491v1_genomic	-45
GCA_001295025.1_ASM129502v1_genomic	-49
GCA_001294905.1_ASM129490v1_genomic	-50
GCA_001295115.1_ASM129511v1_genomic	-60
GCA_001294975.1_ASM129497v1_genomic	-41
GCA_001294885.1_ASM129488v1_genomic	-42
GCA_001294805.1_ASM129480v1_genomic	-37
GCA_002981915.1_ASM298191v1_genomic	-35
GCA_003074535.1_ASM307453v1_genomic	-69
GCA_003074335.1_ASM307433v1_genomic	-55
GCA_003074255.1_ASM307425v1_genomic	-9
GCA_002005285.1_ASM200528v1_genomic	-123:-71
GCA_003074415.1_ASM307441v1_genomic	-42
GCA_003074375.1_ASM307437v1_genomic	-66
GCA_003074355.1_ASM307435v1_genomic	-54
GCA_003074295.1_ASM307429v1_genomic	-54
GCA_003074275.1_ASM307427v1_genomic	-35
GCA_003086015.1_ASM308601v1_genomic	-9
GCA_003085975.1_ASM308597v1_genomic	-7
GCA_003086055.1_ASM308605v1_genomic	-7
GCA_003085895.1_ASM308589v1_genomic	-39
GCA_002412245.1_Y.pestis_A-1691_genomic	-50
GCA_002412225.1_Y.pestis_A-1486_genomic	-55
GCA_003085875.1_ASM308587v1_genomic	-46
GCA_002412305.1_Y.pestis_A-1809_genomic	-41
GCA_003086095.1_ASM308609v1_genomic	-28
GCA_003086115.1_ASM308611v1_genomic	-33
GCA_003086075.1_ASM308607v1_genomic	-38
GCA_003086035.1_ASM308603v1_genomic	-9
GCA_000835005.1_ASM83500v1_genomic	-36
GCA_001509855.1_ASM150985v1_genomic	-10
GCA_001509865.1_ASM150986v1_genomic	-12
GCA_001617815.1_Yersinia_pestis_M-1453_genomic	-30
GCA_001617805.1_Yersinia_pestis_173_genomic	-43
GCA_001617785.1_Yersinia_pestis_M-549_genomic	-44
GCA_001601285.1_ASM160128v1_genomic	-51
GCA_000970105.1_ASM97010v1_genomic	-14
GCA_001188815.1_ASM118881v1_genomic	-46
GCA_001261985.1_YPW_3_IHQD_genomic	-95:-6
GCA_001188935.1_ASM118893v1_genomic	-55:-24
GCA_000475155.2_YP24H_v2_genomic	-23
GCA_000475115.2_YP113_v2_genomic	-27
GCA_000475135.2_YPS03_v2_genomic	-19
GCA_000705315.1_EDB10_058v1_genomic	-11
GCA_000324805.2_EV76-CN_genomic	-95
GCA_000182705.1_ASM18270v1_genomic	-53:-23
GCA_000834885.1_ASM83488v1_genomic	-13
GCA_000268625.1_ASM26862v1_genomic	-13
GCA_001188675.1_ASM118867v1_genomic	-60:-45
GCA_000590535.2_ASM59053v2_genomic	-80
GCA_000255755.1_ASM25575v1_genomic	-12
GCA_000255895.1_ASM25589v1_genomic	-12
GCA_000182485.1_ASM18248v1_genomic	-54
GCA_000181455.2_ASM18145v2_genomic	-33
GCA_000325485.1_ASM32548v1_genomic	-39
GCA_000325445.1_ASM32544v1_genomic	-21
GCA_000325405.1_ASM32540v1_genomic	-26
GCA_000325385.1_ASM32538v1_genomic	-44
GCA_000325325.1_ASM32532v1_genomic	-15
GCA_000325305.1_ASM32530v1_genomic	-23
GCA_000325285.1_ASM32528v1_genomic	-24
GCA_000325225.1_ASM32522v1_genomic	-19
GCA_000325205.1_ASM32520v1_genomic	-21
GCA_000325185.1_ASM32518v1_genomic	-20
GCA_000325165.1_ASM32516v1_genomic	-36
GCA_000325105.1_ASM32510v1_genomic	-58
GCA_000325065.1_ASM32506v1_genomic	-27
GCA_000325045.1_ASM32504v1_genomic	-30
GCA_000325005.1_ASM32500v1_genomic	-52
GCA_000324985.1_ASM32498v1_genomic	-34
GCA_000324945.1_ASM32494v1_genomic	-63
GCA_000324905.1_ASM32490v1_genomic	-25
GCA_000324725.1_ASM32472v1_genomic	-39
GCA_000324705.1_ASM32470v1_genomic	-57
GCA_000324665.1_ASM32466v1_genomic	-21
GCA_000324525.1_ASM32452v1_genomic	-51
GCA_000324505.1_ASM32450v1_genomic	-50
GCA_000324485.1_ASM32448v1_genomic	-64
GCA_000324385.1_ASM32438v1_genomic	-39
GCA_000324245.1_ASM32424v1_genomic	-67
GCA_000324065.1_ASM32406v1_genomic	-20
GCA_000324005.1_ASM32400v1_genomic	-60
GCA_000323985.1_ASM32398v1_genomic	-69
GCA_000323965.1_ASM32396v1_genomic	-67
GCA_000323925.1_ASM32392v1_genomic	-25
GCA_000323905.1_ASM32390v1_genomic	-32
GCA_000323845.1_ASM32384v1_genomic	-60
GCA_000323805.1_ASM32380v1_genomic	-56
GCA_000323765.1_ASM32376v1_genomic	-45
GCA_000323705.1_ASM32370v1_genomic	-65
GCA_000323625.1_ASM32362v1_genomic	-17
GCA_000323585.1_ASM32358v1_genomic	-56
GCA_000323505.1_ASM32350v1_genomic	-17
GCA_000323445.1_ASM32344v1_genomic	-17
GCA_000320445.1_ASM32044v1_genomic	-17
GCA_000268865.1_ASM26886v1_genomic	-11
GCA_000382545.1_Yersinia_pestis_assembly_genomic	-71:-21
GCA_016102905.1_ASM1610290v1_genomic	-35
GCA_016102945.1_ASM1610294v1_genomic	-66
GCA_016102855.1_ASM1610285v1_genomic	-55
GCA_016102765.1_ASM1610276v1_genomic	-66
GCA_016102675.1_ASM1610267v1_genomic	-6
GCA_016102665.1_ASM1610266v1_genomic	-91
GCA_016102645.1_ASM1610264v1_genomic	-89
GCA_016102545.1_ASM1610254v1_genomic	-90
GCA_016102555.1_ASM1610255v1_genomic	-109
GCA_015158475.1_ASM1515847v1_genomic	-13
GCA_015158625.1_ASM1515862v1_genomic	-27
GCA_015158675.1_ASM1515867v1_genomic	-14
GCA_015159615.1_ASM1515961v1_genomic	-51
GCA_015274745.1_ASM1527474v1_genomic	-2
GCA_014734395.1_ASM1473439v1_genomic	-3
GCA_013421535.1_ASM1342153v1_genomic	-33
GCA_013421555.1_ASM1342155v1_genomic	-35
GCA_013421465.1_ASM1342146v1_genomic	-59
GCA_013421455.1_ASM1342145v1_genomic	-54
GCA_015350455.1_ASM1535045v1_genomic	-72
GCA_013391945.1_ASM1339194v1_genomic	-4
GCA_013391965.1_ASM1339196v1_genomic	-5
GCA_013392085.1_ASM1339208v1_genomic	-3
GCA_010974845.1_ASM1097484v1_genomic	-76
GCA_009909645.1_ASM990964v1_genomic	-50
SAMEA5818818	-536:-386
SAMEA5818817	-601:-391
SAMEA5818815	-546:-485
SAMEA5818811	-729:-629
SAMEA5818809	-738:-631
SAMEA5818808	-566:-389
SAMEA5818806	-721:-621
SAMEA5818805	-536:-394
SAMEA5818803	-403:-373
SAMEA5818798	-461:-386
SAMEA5661390	-1602:-1484
SAMEA5661389	-1588:-1422
SAMEA5661385	-1587:-1421
SAMEA5661384	-1589:-1411
SAMEA5661367	-1371:-1141
SAMEA5661364	-1521:-1371
SAMEA5661363	-1547:-1384
SAMEA5661360	-1593:-1426
SAMEA5054093	-742:-632
SAMEA5054092	-751:-631
SAMEA5054089	-721:-621
SAMEA104233048	-4028:-3903
SAMEA104233049	-4417:-4169
SAMEA104233047	-4595:-4361
SAMEA104233046	-4642:-4493
SAMEA104488961	-3939:-3775
SAMEA4354665	-1595:-1450
SAMEA3937654	-659:-621
SAMEA3937653	-721:-601
SAMEA3713711	-301:-299
SAMN00715800	-673:-671
SAMEA3541827	-4897:-4698
SAMEA3541826	-3767:-3647
SAMEA1061800	-1807:-1760
SAMEA7293136	-721:-621
SAMEA7293135	-521:-221
SAMEA6812877	-4590:-4488
SAMEA6812876	-4859:-4516
SAMEA7313236_38	-259:-248
SAMEA7313243_45	-621:-321
SAMEA7313246_49	-621:-321
SAMEA6651390	-586:-544
SAMEA6637004	-580:-409
SAMEA6637002	-558:-389
Reference	-29
