#name, A, B, C, D, E, F, G, H, I
NODE_0000000, 0.0011236390739196628, 0.9954277713806023, 0.00047810479213431835, 0.0005005010224815314, 0.000501576081408353, 0.0004948194693021647, 0.000508618810947432, 0.00048603320689690843, 0.0004789361623072059
GCA_000323845.1_ASM32384v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000001, 0.00014533158369447297, 0.9996742447656144, 2.4973538542576968e-05, 2.6141016529974075e-05, 2.593840670598526e-05, 2.584828153639711e-05, 2.6567862301847316e-05, 2.566591780571981e-05, 2.528862726864487e-05
GCA_001188795.1_ASM118879v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000002, 0.0011355978026591923, 0.9986344851756591, 3.14514957722856e-05, 3.28542487205922e-05, 3.12134924994668e-05, 3.25567479979259e-05, 3.346657613863175e-05, 3.443800243506751e-05, 3.393645811777908e-05
NODE_0000003, 7.09813919704135e-05, 0.9998452703793034, 1.1592627668188434e-05, 1.2135283035233286e-05, 1.2037826817640146e-05, 1.1998745965638394e-05, 1.2332680112954283e-05, 1.1913181799942418e-05, 1.1737883326606238e-05
GCA_000323625.1_ASM32362v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001294975.1_ASM129497v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000004, 0.03147598627292413, 0.9660151225957725, 0.00034014580322726766, 0.0003548470755210614, 0.0003265222703948022, 0.0003521147553831189, 0.00036199384555233904, 0.0003894408527034432, 0.00038382652852133936
GCA_002981895.1_ASM298189v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000005, 0.9651140046459329, 0.03206539414603318, 0.0003722761068675465, 0.0003869097566642316, 0.00032874169372579595, 0.00038542167753732116, 0.0003963168427162098, 0.00047881724862477754, 0.0004721178818979634
GCA_009670865.1_ASM967086v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000006, 0.9985395602757625, 0.0011512925472851145, 3.90158222289217e-05, 4.023532203925349e-05, 3.1444043685648814e-05, 4.033473499718497e-05, 4.1441591379026436e-05, 5.863638473940356e-05, 5.803927788284017e-05
GCA_003074535.1_ASM307453v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000007, 0.9992230503250215, 0.0001551010146321423, 6.37041638641105e-05, 6.237710960600891e-05, 2.9776902355787453e-05, 6.478227829559416e-05, 6.590777039414769e-05, 0.00016698749142650228, 0.00016831294440425296
GCA_000320465.1_ASM32046v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000008, 0.9829195104150921, 0.0009077109019947216, 0.0015653416513191647, 0.0014933129967034172, 0.0004253364356134589, 0.0015737153672429076, 0.0015897136457803413, 0.004731907008032867, 0.004793451578220993
GCA_000324065.1_ASM32406v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000009, 0.44428639384858715, 0.010531414548869602, 0.053036279859404796, 0.05011624173211699, 0.007934992886714991, 0.05292523702344441, 0.053207682885799544, 0.162753518830075, 0.16520823838498772
NODE_0000010, 0.15453345762156975, 0.008969712869957533, 0.14215593947699304, 0.13399113179594516, 0.008562153373291309, 0.021531495322505926, 0.021770589897447384, 0.0575440131942975, 0.45094150644799236
GCA_003074235.1_ASM307423v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000011, 0.046398079701675095, 0.006351687552505848, 0.3919252745084796, 0.3718784546533507, 0.008168526651775415, 0.009442673161616007, 0.009615541001147773, 0.019263683295478305, 0.13695607947397131
GCA_000835005.1_ASM83500v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000012, 0.0015084277188046169, 0.0004285583929663131, 0.012927346476650017, 0.9775974135869908, 0.0015543474343040454, 0.0005009610951408032, 0.0005128900898734997, 0.0007613043776827462, 0.004208750827587101
GCA_000323965.1_ASM32396v1_genomic, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000013, 0.00014452572565256227, 7.34904281907239e-05, 0.00093152449113631, 0.9959761912253848, 0.0023013803344888854, 7.740500271655899e-05, 7.946518058793713e-05, 9.424166869285831e-05, 0.0003217759431493842
GCA_000324725.1_ASM32472v1_genomic, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000014, 0.0004195355193252547, 0.00035124494783711664, 0.0008291989342286575, 0.9632107907636661, 0.033588679548375876, 0.0003504360725135709, 0.00036023165966352766, 0.00036414591946378654, 0.0005257366349262188
GCA_000325365.1_ASM32536v1_genomic, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000015, 0.00034815386786165887, 0.0003262663934644818, 0.00042729379546421607, 0.03087074346931219, 0.9666859922592898, 0.00032072796327967747, 0.00032967863346181043, 0.0003225800676023266, 0.00036856355026402556
GCA_000269145.1_ASM26914v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0
NODE_0000016, 3.002856263604439e-05, 2.9071974988541772e-05, 3.351362941395914e-05, 0.0010251106677645644, 0.9987656801400524, 2.8444766587031803e-05, 2.9236792035716092e-05, 2.8338824248026286e-05, 3.057464227374178e-05
GCA_000169635.1_ASM16963v1_genomic, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_0000017, 1.1638885682850668e-05, 1.1772883602197973e-05, 1.1390570100597723e-05, 6.60245782242115e-05, 0.9998534843799654, 1.1438262345617735e-05, 1.1756163935848488e-05, 1.124998732050413e-05, 1.1244288822767206e-05
GCA_000170275.1_ASM17027v1_genomic, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
Reference, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_0000018, 0.1561583692004325, 0.009023952101592365, 0.02153447745688182, 0.020708083807604572, 0.007075673312853463, 0.1412039091561251, 0.1414755086851829, 0.44407981909029, 0.05874020718903739
NODE_0000019, 0.004184230705670188, 0.00043876971949796667, 0.000697884284491231, 0.0006873451018116185, 0.00036964589983629433, 0.003780176486714296, 0.0037978718733406814, 0.9844435892357007, 0.0016004866929369974
GCA_000323505.1_ASM32350v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_000325305.1_ASM32530v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000020, 0.046978926182708824, 0.006346642005815758, 0.00929696093552017, 0.009215432965675917, 0.005438376135808873, 0.38374033639074645, 0.3837845112289479, 0.1356611525984858, 0.019537661556290383
NODE_0000021, 0.0013859779788005545, 0.0003847410601048722, 0.00043939836322714316, 0.0004475215470556899, 0.0003523518151693526, 0.9808182747984221, 0.011660169501295054, 0.0038204542688346677, 0.0006911106670903823
GCA_000324565.1_ASM32456v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000022, 5.3352738263025725e-05, 2.5890114513062628e-05, 2.6580038713445847e-05, 2.7513393878978328e-05, 2.465503230164822e-05, 0.9993157026044875, 0.00037023784715571, 0.00012246610744057147, 3.360212324594163e-05
GCA_002005285.1_ASM200528v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
